id,quote,review,Airline_name
rn633299574,cockiness and high prices,"
cockiness at its best. yes indeed. Uncomfortable and the service was terrible. beside the crappy meal, asking for beverages was even worse. Asking for water they came after half hour with a cup. asking for a second cup the stewardess was upset. They let me pay for a luggage way below 25 pounds and they had problems letting me in...
",Iberia Air Lines Of Spain
rn633293213,Get to airport at least 2 hours prior to your flight. Early check-in is not permitted when traveling to the USA.,"
Confusing check-in. After entering all the information in the do-it-yourself check-in computers and struggling to get it done, a steward-person came to inform that people flying to the USA could not check-in in the computers.
Once on your seat, almost no leg room.
A good thing: free Spanish wine with your meal.
",Iberia Air Lines Of Spain
rn632864073,When you pay Business Class in a Flight that has no Business Class,"
I thought that I had seen almost everything when it has to do with flying... until I took an Iberia flight and realized what the meaning of Business Class means to them. Pretty much they charge you extra money in order to sit in a Coach Class seat without someone sitting right next to you in the middle row. Their...
",Iberia Air Lines Of Spain
rn632663085,Horrible service,"
The plane was late getting into Chicago by 1 hour. Once finally on the plane for the 8 hour ride to Madrid with a 11/2 hour layover then onto Frankfurt, the crew was very short and rude. The plane itself in “coach” was comfortable and the entertainment selection was great! The food was horrible and the service even worse! I...
",Iberia Air Lines Of Spain
rn632618553,On time with friendly service,"
Paid a little extra for an upgrade which gave me more leg room and free checked bag. It was totally worth it! Had great seats, the food was all right for airplane food and the staff was friendly and helpful.
",Iberia Air Lines Of Spain
rn632617279,I don't care,"
It never really instills confidence when the flight attendant, when talking to the people in the emergency row tell them if they throw the door outside or inside, that she ""does not care"" Maybe a turn of phrase, but sitting in the row behind I would not particularly want to be hit by a flying door. I will make every...
",Iberia Air Lines Of Spain
rn632586967,Going more like low-cost at high price,"
Lately I was taking quite often flights with Iberia, but this time it was total disappointment. First of all, the flight was in economy at the price of business - over 500 euros. And separately I was obliged to pay luggage. And you understand, when you fly within Europe at this rate you are not expecting them to be so...
",Iberia Air Lines Of Spain
rn632548492,Great Iberia Flight,"
We flew 2 legs on Iberia, 1st leg was Rome to Madrid. It was an early flight at 7:40, we took at 170 kph taxi ride from central Rome to the Airport at 5:00 am. The line for Iberia was quite long. Luckily we had Business class and there was a check in for Business Class that had no line....
",Iberia Air Lines Of Spain
rn632459011,Economy,"
Worst airlines and worst customer service for ever
I lost my stroller when i get up on my transit at madrid noone was there no staff
Fresking worst ailenes i hope nobody travel through this airliens
",Iberia Air Lines Of Spain
rn632375868,Rather average,"
Tickets are a bit costly, however, timely departure and arrivel. Food and beverages on board to be purchased <U+0001F629><U+0001F629><U+0001F629> A bit more info on board (e.g. about flight duration) would be nice.
",Iberia Air Lines Of Spain
rn632298711,Unbelievably poor for a European flag carrier,"
The plane - old, cramped, with extremely uncomfortable seats
The staff on board - they couldn’t care less, everything is a hassle, unfriendly, don’t make you feel welcome, don’t smile
I flew with them in July and I don’t think they’d changed the selection of movies
The food, if it can even be called that, was dreadful
The only good...
",Iberia Air Lines Of Spain
rn632271806,Good airline.,"
Very good service. Punctual, reliable. Friendly staff. One of the best airline that I have taken. Much better than punctuality than Vueling. Highly recommended.
",Iberia Air Lines Of Spain
rn632223109,"Flight was on time, service was fine, nothing special... A330 could use an update.","
Flew JFK to MAD on A350-900. Aircraft was nice and new, clean, flight was pretty comfortable in economy even for me at 6'2"". Slept about 2/3 of the flight.
Flight back from MAD-ORD on A330-300 was a bit of a different story. Seats just looked old and unappealing to sit in, air a bit stuffy. I folded down my tray...
",Iberia Air Lines Of Spain
rn632213503,Effecient,"
Way more comfortable than my flight from BOS to Madrid. Seats have a decent cushion, food was reasonably good and the wine was very nice. The crew did a nice job taking care of a lot of people.
",Iberia Air Lines Of Spain
rn632186994,Pretty good flight,"
Was not a very busy flight, plane is an Airbus 330 2 -4 -2 seat layout, we booked the flight through finnair at a very good price so we didn't have much of a choice with the seat selection, but we had a 4 seat row for the 2 of us.
",Iberia Air Lines Of Spain
rn632149477,No legroom - but take cash onboard,"
Another over crowded plane with no legroom (A320 - 200), on the upside they let you buy the onboard drink and food by credit card or CASH - BA take notice
",Iberia Air Lines Of Spain
rn631991192,Fllght Delayed - Bags Lost,"
We had a fine flight going to Lisbon however, the return flight was my worst flying experience ever. Our plane was grounded for an electronic failure. We were delayed at the airport in Lisbon for over nine hours with only vague promises that a ""part"" was coming. When we finally did get out of Lisbon, we were stuck in Madrid...
",Iberia Air Lines Of Spain
rn631936329,Decent service and legroom,"
The flight was on time with no issues... the only thing worth mentioning is the gate agents were less than friendly and always overwhelmed, not getting to the gate until moments before boarding so they encountered lots of questions. Had they arrived the more standard 30 minutes in advance of boarding everything could have gone smoother.
",Iberia Air Lines Of Spain
rn631915282,couldnt wait for it to be over,"
Long haul business on a tired plane with rock hard seats. These old 340's are past there sell by date and the configuration and lay out is old hat. there are two seat positions, and if you have the 'inboard' ones, you cant get out the gap unless you are a contortionist as the seat blocks you when reclined. The...
",Iberia Air Lines Of Spain
rn631913845,difficult,"
Not an enjoyable start, earlier this week they apparently stopped you checking in a BA desks and IB now have there own dedicated check in area tucked away in T5, and check in was not smooth, then when trying to go through to the lounge the auto readers and the staff readers would not read the boarding pass, so actually...
",Iberia Air Lines Of Spain
rn631899798,The worst vegetarian meals ever....,"
Off to a bad start, I booked online and paid for a expensive economy seat in order to ensure the special meal option. No facilities online to order the meal, had to phone the Spanish Customer Service number, operator listened to the fact that I still ate seafood and was ovo-lacto. He recommended the Hindu Meal. It was the most...
",Iberia Air Lines Of Spain
rn631887640,"Very friendly, Low Lrills, Overall Good","
The crew were very friendly. It is very low frills as anything to eat or drink will cost you extra and like most planes, there is not a lot of room between rows., That said, the flight was rather uneventful, which is good.
",Iberia Air Lines Of Spain
rn631878654,Worst Veggie Meal Ever,"
I thought I had gotten the golden ticket, when I was allowed to book premium economy for my flight from Madrid to Quito (for work). This was my second time on an Iberia flight, and god, it was awful.
First the good points: I am quite tall (1.80m) and I have very long legs, and the legroom in premium economy...
",Iberia Air Lines Of Spain
rn631675847,VERY BAD,"
I booked a flight from Philadelphia to Algeria via Madrid with wheel chair accommodation
for my aged parents and they do have blood pressure as well.
After arrival to Madrid nobody came to help them to get out from American airlines aircraft and nobody came to give them help to get inside their Iberia aircraft and they asked agents but...
",Iberia Air Lines Of Spain
rn631562503,More comfortable seats on the local bus,"
A 10 hour flight on small, hard seats with such a tight space between rows I had to climb over the immovable arm rest to enter the row. As soon as the poor 6ft 9ins man in front of me put his seat back the space between me and the monitor was around 6 inches. His putting the seat back...
",Iberia Air Lines Of Spain
rn631476452,Iberia Business Class the grubby carrier with old planes and grumpy even older flight attendants ,"
Iberia are of course the cheapest option to cross to South America. Airbus was old and creaky with a grubby cabin. Flat beds were fine and food quite good. Flight attendants were well past normal retirement ages. The guys were friendly the woman were all immensely grumpy and clearly did not want to be there! Growling crocodile faces! Service was...
",Iberia Air Lines Of Spain
rn631441303,Rude crew,"
Unsure of the exact date we flew but what a disaster. We booked extra leg room due to my wife being a nervous flyer, so she could get on, sit down with no hassle. After speaking to the people we booked the flight with, they put us at the emergency exit seat which wasn’t an issue. Until we got on....
",Iberia Air Lines Of Spain
rn631388106,Good,"
The seats were ok. The flight attendants were very hepful. After a while the toilet was very dirty, and without paper towels. Boarding was very confusing.
",Iberia Air Lines Of Spain
rn631230491,Nice flight attendants,"
The iberia crew made my flight UIO-MAD very comfortable. I enjoyed not only their mandatory politeness but also a real sense of care. I definitely recommend this airline.
",Iberia Air Lines Of Spain
rn631131030,Attentive and helpful personnel and a very reasonable price,"
It's a long time Iberia it's my first choice, especially when flying from Madrid, and so far it's living up to my expectations. At Madrid Barajas Airport, Iberia has a huge presence, both in terms of available check-in gates and personnel. If you're flying in business class you have access to priority security checks and priority boarding: you will avoid...
",Iberia Air Lines Of Spain
rn631088447,Lost luggage HORRIBLE Service,"
1st&last flight with Iberia.Our carry on luggage was taken from us at the gate “supposably no over head space”!Once at our seats other people after us with larger carry on luggage’s were able to carry on their luggage including skateboards YET NO SPACE! Arrived to Miami & was told the luggage never made it to Madrid from Barcelona to come...
",Iberia Air Lines Of Spain
rn631087100,Worst customer service of any airline ever traveled.,"
Worst customer service of any airline ever traveled. Extremely uncomfortable seat. What they don’t tell you is, if you don’t pay for the $37 preferred seat selection, you get nothing but water and orange juice on the whole 10 hour flight. Although they serve Coke and food and drinks to other passengers, they will not allow you to purchase these...
",Iberia Air Lines Of Spain
rn631081493,In general it was ok,"
The flight almost arrive on time few minutes late for tv you need to bring the headphone with you.thy try to help you with all your needs.
",Iberia Air Lines Of Spain
rn631053929,Awful experience ,"
Dreadful airline, totally clueless when it comes to customer service. Delays, uncomfortable seating, inedible food and a totally miserable experience. Booked through BA and ended up on this half baked, crap airline. Not even that cheap. Never again. Don’t use them ever
",Iberia Air Lines Of Spain
rn631035975,Forget it if you rely on their support,"
They charged me 800$ for missing one of their flights in which it was their mistake, their employees are not trained at all to give customer service, they lack the communication and help. Their line support sucks. They lost my bag and never responded to my emails, no refund so far, it's been a month now, no one to talk...
",Iberia Air Lines Of Spain
rn630808336,Excellent experience,"
Many years ago I did not travel with Iberia because I had bad experiences: they have been erased at once: maximum punctuality, very friendly staff, modern and clean aircraft and good quality meals. Expectacular
",Iberia Air Lines Of Spain
rn630782993,Worse airline ever ,"
One of the worse airline ever, I’ve traveled all around the world and been using many different flight companies but Iberia is terribly disappointing. seats are too tights, service is bad, breakfast is a cold sandwich, dry and flavourless. Meals not tasteful, Cabin crew is rude, doesn’t give a damn about you, they scream at you. And to finished up...
",Iberia Air Lines Of Spain
rn630763732,"No reliability, bad customer service","
On the first flight, Iberia forgot our luggage at the Madrid Airport and delivered it way later with no excuse and compansation. With the flight back, they damaged heavily the luggage, because of that the suitcase can´t be used anymore. Again no excuse and a lousy compensation.
",Iberia Air Lines Of Spain
rn630758359,Cramped Economy,"
We flew from JFK to MAD for our October vacation, and booked through AMERICAN AIRLINES (who partners with IBERIA Air as a ""One World Carier"").
Although reasonably priced, I don't know if we will fly on Iberia again. My husband is 6 foot-2 inches tall, and this aircraft was VERY cramped for leg room space. Additionally, the WiFi was spotty...
",Iberia Air Lines Of Spain
rn630722800,no complaints but a bit of a squeeze,"
No complaints other than we felt this airline had the smallest amount of leg space out of the many airlines we had previously been on.
",Iberia Air Lines Of Spain
rn630512969,Meh...,"
Timely, but food was unpalatable and they ran out beverages other than juice, booze, soda water and water.
",Iberia Air Lines Of Spain
rn630377327,Long delays and no communication!,"
On this flight, we experienced long delays and very poor communication from the airline and flight crew. They could not fly into Granada due to the weather so they landed in Malaga. From there, they bused us to Granada. There was no communication from the airline that this was the plan and most of us did not know that this...
",Iberia Air Lines Of Spain
rn630288243,Outrageous seat selection fees not disclosed until AFTER booking. Nonexistent customer service!,"
I was routed to the airline to book after a Skyskanner search turned up the Iberia flights from CVG to Jordan and back from Morocco with overnight layover in Madrid for return flight. Not exactly a bargain fare, but better than alternatives on other airlines. However, another airline would have been cheaper had the seat selection fees been added onto...
",Iberia Air Lines Of Spain
rn630276138,It was ok,"
We paid extra for legroom seats and they were not very much different to a normal seat. The staff were good but the pilot did not give us much information about the delays we were experiencing.
",Iberia Air Lines Of Spain
rn630196421,Good Flight,"
Good flight. I was as comfortable as I could get for a 13 hour flight. Food was decent and everyone was nice.
",Iberia Air Lines Of Spain
rn629985718,Almost perfect,"
I have been travelling for years on all types of airlines, but Iberia is hands down, without a doubt, the BEST airline for long-haul flights.
The food was good, and the inflight entertainment will make you forget that the flight is 10+ hours while you charge your phone and use the WiFi on board to stay in touch with your...
",Iberia Air Lines Of Spain
rn629913890,Good flight,"
Went from Naples to Madrid, then Madrid to LAX. Airline provided good service on both the short flight and the long one. Comfortable seats, clean plane. Standard seats comparable to British Air. Madrid airport was huge and we were a little uncertain about where to go to get connection. Just followed the crowd, had to pass through passport control area,...
",Iberia Air Lines Of Spain
rn629871845,Horrible customer service!,"
I've flown Iberia before and always have had some type of issue, whether it being the flights not leaving on time or arriving on time, etc. However this time my MAJOR issue is with the customer service.
I needed a change on a flight since when it was booked through Iberia the layover airport changed. I had to call back...
",Iberia Air Lines Of Spain
rn629866410,Iberia airlie,"
Flew Air Iberia from Madrid to New Orleans via Miami. Brilliant flight especially as we had the opportunity to upgrade to premium class. Took off a little late but arrived on time in fact a little earlier than its eta. Food was good particularly en route to New Orleans. Same cant be said with the flight from Boston to Madrid...
",Iberia Air Lines Of Spain
rn629778702,Modern Iberian,"
On Time Departure. Modern Air Terminal, Few Dining Options though It was on schedule and un eventful
",Iberia Air Lines Of Spain
rn629718683,"Unfortunate, average at best.","
Do NOT pick seats (if you choose to pay the extra) before row 21. I picked seats in rows 14 and 15 and paid the extra. They changed the type of plane being flown and these rows were now not available. They reassigned our seats as close as possible but not as I planned. This happened on return flight as...
",Iberia Air Lines Of Spain
rn629698071,"Good flight, left on time and arrived safely.","
This is actually my first time flying with Iberia. No complains at all. The flight was nice, clean plane, punctual departure. The ticket price was very good (ordered 5 months in advance). Staff was nice and polite.
",Iberia Air Lines Of Spain
rn629675353,Worst Airline and service /// Pésimo servicio y aerolínea,"
I do not recommend it to anyone, we are on a trip of 3 weeks and we have taken flights from different airlines and this was the only one in which they kept us 2:30 hrs inside the plane without being able to get off, when we arrived we were around 20 minutes waiting for the suitcases but in a...
",Iberia Air Lines Of Spain
rn629673378,Disastrous airline,"
Awful service. Our flight from Granada to Madrid took off late. We had one hour once we got to Madrid to catch a flight to Heathrow (also Iberia). Iberia staff at Granada said we would be OK - ""All Iberia flights are delayed today). On the Granada - Madrid flight the crew read out the gates connecting flights were departing...
",Iberia Air Lines Of Spain
rn629590805,Horrible,"
Worst company ever. If you put a reclamation they dont answer and dont give you back your money. Missed my connection because their other flight had delay and they did not wait for me 5 mnts. I payed a lot of money for the flight. Food is horrible in the plane and you have to pay for everything!! Had also...
",Iberia Air Lines Of Spain
rn629493801,"On time, great service","
Enjoyed a wonderful trip between Madrid and the London Heathrow on Iberia’s new aircraft A320. Flight left on time, aircraft was new, clean snd comfortable. Service on board was very attentive.
Only negative feedback would be that even though European flight normally leave from terminal 4, the London flight left from terminal 4S, making the passenger walk a long long...
",Iberia Air Lines Of Spain
rn629443395,Worst App out dose not acknowledge the BA app,"
Have been travelling for over 10 years for work and the Iberia app is probably one of the worst I have seen.
It dose not link with the BA app will not allow you to chose a seat and the call centre will not help.
",Iberia Air Lines Of Spain
rn629416093,Iberian airline - seat fiasco,"
When you book your ticket with seat assignments you expect it to be honored!!
I booked my seat with ""extra legroom.""
But the day of travel not only did I Not get a bulk head seat --- I was assigned a middle seat!!
Initially my husband and I were booked sitting together but at checking they had us 10 rows...
",Iberia Air Lines Of Spain
rn629393234,An average for business class,"
First I think that the service was a little above average. Typical European somewhat cold service if you are accustom to US service. Food selection and quality was good. It was mostly daytime flight coming back from Europe so many things were under more scrutiny then when I fly in the other direction. I like the wine choices. I wasn't...
",Iberia Air Lines Of Spain
rn629311138,Quite deplorable,"
Our flight has been delayed without any proper informations (we ask further infos at the desk, but the employees were utterly unprepared too). In order to make up for the delay, Iberia didn't fix an issue occurred with on board passengers monitors: as a result, we had 11 flight hours without any infotainment. On board service wasn't good enough: 1...
",Iberia Air Lines Of Spain
rn629256556,Long Wait for Luggage,"
Flight was on time and nothing special to report except that it took a long time to retrieve our luggage afterwards.
",Iberia Air Lines Of Spain
rn629195182,mediocre,"
Check-in process was disorganized and chaotic. During our flight we only received two food/drink services on a 13 hour flight. Multiple people were heading to the galley to receive water or orange juice to get by. Went 10 hours without any service! I will not be flying with them again.
",Iberia Air Lines Of Spain
rn629183150,Worst flying experience of my life,"
The counter woman never gave me my connecting ticket (handed me 4 documents). I only realized at Madrid (after flying from Mallorca de Palma).
They told me ""you have to get your bag,"" when I tried to board. ""Your bag is here in Madrid."" I ran as fast as a I could to grab the bag and get back to...
",Iberia Air Lines Of Spain
rn629044346,This company sucks!!,"
The onboarding system is terrible! They have different onboarding kategories and even doe we had cat 1 the staff stoud in front of the plain yelling att us to check in our handlauguge even do we did not want to! They just kept yelling not possible
",Iberia Air Lines Of Spain
rn628970182,Cancelled flight,"
Iberia cancelled flight from Madrid to Brussels. Only offer: 1 day later from Madrid to Paris Orly. At own cost traveling from Paris to Brussels.
",Iberia Air Lines Of Spain
rn628589443,Rude service from the very beginning,"
I wanted to reserve XL-seats for the long flights MAD-UIO-MAD and had to call the Iberia call center. They charged me 100 Euro. When I looked into the booking I noticed that the agent had booked a row behind the exit row on both flights without more legroom. The nightmare began when talking to the call center. The service was...
",Iberia Air Lines Of Spain
rn628562243,Ok.,"
It got us there. No frills and no attention to passengers. Got there safe and sound and the luggage made it too. What more could you want?
",Iberia Air Lines Of Spain
rn628421549,A hellish trip,"
We booked on Expedia 2 tickets on Iberia from Paris Orly to NYC-Newark airport. less than 3 weeks later, Expedia sent us email: our Iberia flight would be operated by Open Skies. THe flight to Newark became IB2689. No further changes. However at Orly, where we had been ""told"" to get to check-in 4 hours early, we learnt Open Skies...
",Iberia Air Lines Of Spain
rn628273951,SMOOTH RIDE,"
The Airline is efficient , meals are served with a smile Announcements PI are too long.. entertainment on long hauls needs upgrading.. ticket pricing was good. Flying mostly Airbus 340 and 330 models between Tell Aviv and Chicago via Madrid.. spacy..
",Iberia Air Lines Of Spain
rn627778012,Rude arrogant staff,"
I am at Toulouse airport and have just witnessed female members of staff treat a woman with a small child with such rudeness. She was getting on the 9.10pm flight to Madrid 24th October. First they berated her as if she was a child, then grabbed her ticket. I hope this line is monitored because they are both a disgrace...
",Iberia Air Lines Of Spain
rn627736196,Avoid Stress - Avoid Iberia !!,"
(flight IB6824 - SP Brazil to Barcelona, via Madrid.)
All the passangers were comfortably seated, ready for take off when we were informed that there was a delay of 20 min, at first it did not bother us that much.Then another annoucement, this time we were told to get our hand luggage and return to the boarding gate and wait...
",Iberia Air Lines Of Spain
rn627696183,vandalism,"
When I arrived at the airport on October 5, I received an electronic message on my cell phone requiring me to check my cabin luggage free of charge since the flight was full and Iberia might not be able accommodate it for lack of space in the overhead bins. Even though my cabin luggage, which I normally keep with me...
",Iberia Air Lines Of Spain
rn627658391,A good solid flight!,"
Departure was almost on time, and we arrived 15 minutes earlier. The service during the flight was good and the food as well. all and all a good solid flight!
",Iberia Air Lines Of Spain
rn627575673,Horrible people!,"
I was traveling for business just for the day to Madrid and my cabin luggage was just a bigger laptop bag on wheels. Anyhow a lady stopped me just before entering the airplane (inside the tunnel and after i had my ticket scanned) and told me that I need to check my luggage. Even I tried to explain that this...
",Iberia Air Lines Of Spain
rn627558672,Surprisingly OK,"
I didn't have many expectations, but both flights were actually OK.
The airplane was a bit old, with about normal (which is quite small) legroom and seat width.
Entertainment system was good, and so was the service. Flights went out few minutes ahead of time which was excellent.
Food was the normal eatable flight food.
",Iberia Air Lines Of Spain
rn627542172,"like flying Ryan air, but in Spanish","
worst airline, EVER, and I fly a LOT. You must bring your own food, booze on, unless you prepay and the staff treat you like your in baggage with their attitude, no customer service what so ever, and its not a language thing, will NEVER fly them again
",Iberia Air Lines Of Spain
rn627541140,Great service!,"
Employees of Iberia are great. They were super helpful in Amsterdam and Madrid desk with check in, since I had three luggages. The service is great in the plain as well.
",Iberia Air Lines Of Spain
rn627408643,Never again - Inexistent Customer Service,"
Arriving from Chicago O'Hare and connecting to Milano Linate, landed at 8:20 at Madrid Barajas. Boarding for the connecting flight opened at 8:20 and scheduled departure was at 8:50. However, we (there were a group of passengers connecting to the same flight) were not given a chance to catch the booked flight as we were given a new boarding pass...
",Iberia Air Lines Of Spain
rn627377953,Food logistics needs improvement,"
On this trip you were able to order a small meal, a warm sandwich with soda, peanuts and coffe.
They had to carts, one served by two persons, one served by one person.
The one with two served me and both of the took my order, then one of them took the ordered sandwich up to the girl servilt the...
",Iberia Air Lines Of Spain
rn627354431,Mixed Review,"
LAX to Madrid round trip. Long flight. I had requested seats when I booked the flight and paid extra, but the airlines did not have record of them when we checked in. Going was not too bad … left the gate on time, food was acceptable (not good), many in-flight movies and games to choose from, arrived in Madrid on...
",Iberia Air Lines Of Spain
rn627288253,many basic soft product issues,"
We took a flight from Los Angeles to Madrid and from Barcelona to Los Angeles. The first flight was ok, I was not expecting much, but the return flight was so bad. The return flight is sold by Iberia, but it is operated by LEVEL. You can read the comments, which almost all of them are negative all over the...
",Iberia Air Lines Of Spain
rn627222238,Worst flight experience of my life,"
Everytime I've flown with Iberia there have been issues with the flights. This experience has been by far the worst on flights to and from London. From Granada to London, I had flights booked in advance, with confirmation however I chose not to specifically reserve a seat. On getting to the check in, I was told I was on a...
",Iberia Air Lines Of Spain
rn627149681,An absolute disgrace,"
I booked on the same day of my flight (but 12h prior to it) a ticket on-line. The system validated it but for no reason asked me to show up in an Iberia office with a form of ID and my credit card and this before midnight Madrid time.
Being Sunday the downtown office was closed and the airport office...
",Iberia Air Lines Of Spain
rn627123309,AWFUL - TO AVOID,"
Family of 4 adults, flying from Cuzco to Lima (with LATAM), Lima-Madrid and Madrid-Venice (with Iberia).
Flight MAD-LIM (IB6651) and LIM-MAD (IB6650): aircraft and bathrooms very dirty, on board service inadequate, terrible food.
Lima Airport: on-ground services inappropriate, rude personnel, difficult to communicate with because some of them spoke only Spanish.
At Cuzco our luggages were boarded and we were...
",Iberia Air Lines Of Spain
rn627120610,"Not pre-seated, which was paid for (battling to get a refund)","
We booked our seats and paid for them so we knew we'd all be seated together. On both of the international legs we were not all seated together! The flight attendants were unhelpful and rude. Cramped seating, terrible food, vegetarian meal not fit for human consumption. Still battling to get refund for pre-seating!
",Iberia Air Lines Of Spain
rn627098510,Lost luggage AND no exit row (that was prepaid!),"
We were late leaving Chicago, but still had a full hour in MAD to make our connecting flight to Marseilles. My husband and I hustled through that huge airport and made it. Our bags did not. They had one hour underground to get them there. I used to work for a major airline. You can make the bags in an...
",Iberia Air Lines Of Spain
rn627055979,Poor service,"
The only positive things about this flight were the cost of the tickets and their timeliness. The service was terrible, some of the flight attendants had bad attitudes, the food was horrible and they only came by to offer drinks twice on an 8.5 hour flight.
",Iberia Air Lines Of Spain
rn626980966,Disgusted!!!,"
I’m sitting in a plane without aircon which is over an hour late. No explaination or apology offered. Cramped seating, thin fabric on plastic, quite possibly the worst flight experience I’ve ever had - and there have been some bad ones! Likely to miss my flight from Madrid but no doubt Iberia won’t care as a different company. This awful...
",Iberia Air Lines Of Spain
rn626975254,Horrible and rude crew!,"
Made us wait endlessly at check in and then at the gates. Did not allow passengers to take carry on baggage. Shouted and threatened passengers with police who tried to reason with them. Hot aircraft. Delayed flight. NEVER AGAIN!
",Iberia Air Lines Of Spain
rn626851074,Very comfortable Economy class seats,"
One of the best airlines that we have used.
The staff was very friendly, and helpful. The food surprisingly tasty ( we even had 2 choices for dinner) and we were given REAL flatware (no plastic) which made the dining experience pleasant.
Good movie selection.
Will use IBERIA again!
",Iberia Air Lines Of Spain
rn626808768,First time with Iberia was a great experience,"
The food was good, the service was excellent, flights were on time, baggage arrived safe and sound, leg room was adequate, blankets, pillows and ear buds for the entertainment system were provided free of charge, monitors were located in the seatback so it was not a problem to watch movies, play games, etc.
",Iberia Air Lines Of Spain
rn626621708,Never again!,"
When I arrived at airport, I was rushed to a basement, after my boarding pass was ripped from my hand; NO ONE SPOKE ENGLISH, would not stop to tell me where we were going, nor would they let me use the rest room. Then, I was pushed into a van & driven to another airport location at top speeds where...
",Iberia Air Lines Of Spain
rn626604437,Friendly Accommodating Crew,"
Check in went smooth. Plenty of room for carry-on luggage. We received our special vegan meals. All of our request for more beverages were honored.
",Iberia Air Lines Of Spain
rn626599858,Almost gave me a heart attack!!,"
I booked our flight through iberia, but our flight was on american Air lines. We were flying out of the country and when I tried to check in to the flight it would not allow me too. So I called American and our names where listed wrong. It had our middle names and last names together as our last name....
",Iberia Air Lines Of Spain
