"id","quote","review","Airline_name"
"rn630116952","poor service in London","
Bad experience, will avoid in future - plane into London from Taipei was made to wait for docking by 15 minutes or so, I had a close connection for Air Europa from London to Madrid (this flight did not delay for connecting passengers). At transfer desk, told to call the Air Europa service who was supposed to bring down a...
","Air Europa"
"rn630059050","A good airline for short flights","
It is a very convenient airline for short flights, the planes are comfortable and the in flight service is good
","Air Europa"
"rn629935251","An average regional flight","
This was an Air Europa Express' flight, operated by Swiftair. The crew's English was below the passengers' comprehension level. We had no idea what the purser was saying in English. The selection of food was average. The flight attendants didn't check properly if everyone had fastened their seat belts. One of the passengers didn't bother to buckle up. The crew...
","Air Europa"
"rn629896839","Average","
I like to to think I have good listening skills as I have a degree in English and I also teach it, but I still failed to understand the Air Europa crew on this flight. The next time they needn't bother with the announcements in English as they are incomprehensible.
The monitors with the map kept reseting, which was annoying....
","Air Europa"
"rn629467133","Long and difficult jump to South America","
The flight is divided in three segments, with stops in Madrid and Asuncion, so it took me in all 20 hours from airport to airport. The business class in A330-200 is not top, you have very limited place to leave your small items, and the seats are not comfortable. The staff is great, really helpful and polite. And it costs...
","Air Europa"
"rn629024632","Worse Ever","
Worse flight ever.
Check in was extremely slow - some people didn't have time to go to the toilette or get something to eat before boarding.
It was a night flight and the seats were all full and the plane had zero leg room.
Didn't hand out even water - If you wanted a drink you had to go to...
","Air Europa"
"rn628618218","Pleasant flight","
Be sure to buy directly from the airline. If you use any agency they tell you have included one suitcase in the economic price and it is no true (you have to pay an extra 150 dollars each way at the counter) Directly with them is 100 dollars. Tickets are cheap even with the extra 100 dollars. If you have...
","Air Europa"
"rn628384376","comfortable flight","
Fast efficient,comfortable seating, 787 is the way to go.
Food mediocre as usual with airline food. flight and gate personnel top notch
","Air Europa"
"rn628212752","AirEuropa Terrible Service","
I am a U.S. citizen and bought a multicity fight on AirEuropa from Salvador Bahia Brazil to Munich, Munich to Madrid and returning from Madrid to Salvador Brazil.
I went into their offices in Barra to buy the ticket because aireuropa website does not offer multi-city options.
The airline was going to charge me extra if I pre-selected my seats...
","Air Europa"
"rn628107237","Journey Across the Pond","
Checking into the Miami International airport and Air Europa staff were very nice and friendly, however while waiting at our gate for a departure at 9:30pm I heard by pure luck at 8:30pm they were calling last call for our flight to Madrid.. after scrambling to the counter and asking the attendant he stated we were leaving 1 hour earlier...
","Air Europa"
"rn627677206","Perfect Trip","
After reading many bad reviews on this airline, my friend and I made a pact that we would be patient and try to have a good attitude when the problems arose, and not let them ruin our trip. But- we were pleasantly surprised the moment we checked in!!! <U+0001F601><U+0001F601><U+0001F601>The staff was helpful, the Dreamliner was clean, spotless and spacious. The...
","Air Europa"
"rn627234143","A flight that frustrates anyone! never again !!!","
This airline has become the worst low cost since we have known the changes because we had used it before and things were very different. The economic flights are the worst because apparently besides all the negative, they have increased lines of seats and travel 8 or 9 hours as if you were ""canned"" is not healthy. $ 150.00 of...
","Air Europa"
"rn626988610","I would never fly this airline again HORRIBLE","
First off we went to check in and we were told our ticket did not include luggage in the hold! They charged us $150 for one way. Return flight we paid ahead of time and I was told we had a lite fare. On our boarding pass it said Tourista which if you look at the policy online that class...
","Air Europa"
"rn626764480","A normal flight","
From Paris to Valencia is a 2 hour flight. The airline was on time and absolutely full. The staff is very friendly and you can buy snacks and drinks on board.
","Air Europa"
"rn625342647","Worse ever!!!!!!","
This is a shame airline , planes are not the issue, the issues are the people working there, they don’t have even the basic of education and respect, I would advise the company to take accion very quick because you are losing costumer very rapidly and this is an example of losing a whole family.
Thanks
","Air Europa"
"rn625080165","Luggage","
The flight & the flight attendants were good, everything was fine besides the prices they charge for luggage. It costs a $171 U.S. dollars per bag, which I’ve never heard of in my life so a total of $684 round trip just for our luggage. Will NEVER use air Europa again, the flight wasn’t any cheaper than the rest so...
","Air Europa"
"rn624651334","Forced me to pay double","
I booked the flight on Expedia, with the first bag free of charge. When I got to the gate, they said it would be €60 for my bag. I explained my first bag is free, yet they stuck to their price. I refused and they said I could book it online for cheaper. When I tried this however, the website...
","Air Europa"
"rn624625168","Worst airline so far","
Very old airplane, screen brightness buttons defect at multiple seats. Screen control device broken as well. Some screens were flickering.
Very unfriendly and rude crew members. Very little leg room. Food quality was poor.
The only positive thing: flight was on time and cheap.
Probably ok for short distance flights. Never ever again for long distance.
","Air Europa"
"rn624345802","Disaster !!!!!!!!","
This company is a real disaster. The true story:
I purchased two tickets for me and my business partner via company's web site at Aug 19. Paid via PayPal and received booking confirmation #JZQ6BH.
Day before I tried to execute check-in via link received from the company and received the announcement ""unable to recovery the data"" . Still, I have...
","Air Europa"
"rn624233857","Will NEVER Fly Air Europa again","
The cabin was Hot the flight delayed we sat on the tarmac for a while and they provided no explanation 60 Euros for 1 checked bag.. They Charge extra FOR Everything. 2 Euros for a small bottle OF WATER while in flight? REALLY? I don't mind paying more for better service but really water??????? This was the 1st and last...
","Air Europa"
"rn624157624","Never again: a nightmare","
Never again: a nightmare
I am not a troll and the vast majority of my comments on Trip Advisor have always sought the positive side of things. But this time, enough is enough.
But here is the story of my dealings with Air Europa and you will judge for yourself.
Let's look at them in chronological order:
First disappointment
On...
","Air Europa"
"rn624084570","This is a no frills airline. They monitor the size of your carry on. No plugins for your laptop or phone.","
The airplane was clean and got me there me to my destination on time. No frills though. I had to check a carryon that I have never had to check before in all my flying. They weighed it and said it was too heavy. It had pottery in it, so not happy when I got my bag with Italian souvenir...
","Air Europa"
"rn624025623","Bad experience","
Given no option to book seats we were placed in the middle row seats.This was a new large aircraft but we were jammed in with cramped legroom on a very long flight.
Poor service from the flight staff added to this horrible experience.
We have flown economy long haul with Etihad and the difference was chalk and cheese.
","Air Europa"
"rn624022726","SECOND REVIEW ON SAME FLIGHT","
I previously gave this airline a good review as things went smoothly - this is a followup on Customer Service. They entered my name incorrectly on my mileage account as they used my middle name instead of my last name. I tried repeatedly to correct this but they said ""Sorry we do not have a member with that name"". Maybe...
","Air Europa"
"rn623603360","Excellente Airline excellent service","
I have been travelling with Air Europa like four years ago. I am a witness of its transformation for good. Always they have offered a good service. Now , with the Dream Liner equipment, the food, the attitude of the crew, it is my very first option.
They are always on time. I have never had a problem of delay....
","Air Europa"
"rn623263758","Could be better","
I had to buy another bag cause they only accept 23kg bags, this didn't happen to me before even flying with Ryanair, my bag was 23 kg.
In transatlantic flights, they serve 2 meals which are average, nothing special.
Timing is good and service also.
","Air Europa"
"rn622915417","Orbitz Reservation/ Air Europa Airline","
I was so happy to get a reasonable priced return trip NY to Spain ((from Orbitz).
However, this was the most expensive and problematic trip to Spain in the more than 40 yrs that I have lived and/or traveled to Spain.
Between the age of the plane that was scary, the price of the seats and the luggage ($400+), the...
","Air Europa"
"rn622841438","OMFG - Norwegian Air Downgrade","
Due to some issue with our Norwegian Airplane, we were moved onto an Air Europa plane.
I don’t normally leave negative reviews; I can’t even think where to begin with this one.
On boarding the aircraft, the temperature was ridiculously hot and it took ages for the air conditioning to be switched on. There were no individual air jets above...
","Air Europa"
"rn622823519","Overbooked NIGHTMARE!!!","
AIREUROPA!!! Where to begin. We arrived at 05:40 for a 7:10 flight.Where to begin, at 10:25 in the morning and still at the departures ticketing area. When we arrived we waited in an extremely long line and took over an hour to reach the check in counter. We had prepaid tickets. Commence nightmare. Traveling together with a friend, the gate...
","Air Europa"
"rn622536661","Low cost but ok","
This is a low cost airline so we had little expectations but we were certainly surprised. The planes are in very good condition and we didn’t have a feeling of a cattle truck. Service both on ground and during the flight was good.
We paid an extra 40€ to get our seats before checking in which was well worth it
","Air Europa"
"rn622474913","Great airline to fly in Summer to Mallorca","
Great service, great staff, perfect timing, everything was great!
great job!
Coming back next summer!
","Air Europa"
"rn622358950","Budget but good services","
The flight from Madrid to Venice was nice, in fact it was nicer than with some well known air companies. I was very satisfied even this is an budget air line. I could recommend them
","Air Europa"
"rn622133247","Budget cost means budget accommodations!","
Think you’re getting a great deal to Europe? Think again. This airline charged $100 per bag each way, charged for selecting seats, which was not honored, by the way, and had less room than any other airline I’ve ever flown. I’m only 5’4” and my knees hit the seat in front. I feel for any tall person! Miserable 7 hour...
","Air Europa"
"rn621755087","Bad experience","
Meal is not included so you have to pay extra for food or drink in plane. We got separated seats. It was a rought flight with lot of turbulence. At one point I thought I was travelling with low-cost company- experince is almost the same.
","Air Europa"
"rn621619056","If you like stuffy hot cabins with broken TV's and hidden fees, this is the airline for you!","
The planes I flew on were old refabs. From NY to Madrid was an Airbus A330. Still had ashtrays in it that were held closed with screws. The Seat TV's would not work. There was no airflow at all. Hot and stuffy. The flight crew stated they could not do anything about the heat. This was the same for the...
","Air Europa"
"rn621174404","customer Service prior to flight bad but actual flight GOOD!","
I purchased my tickets several months in advance by telephone because Aireuropa.com website did not work. it was sad because I could not checkin the day prior to my departure because their website was again not working properly. The flight itself was great and the flight attendants were very courteous.
","Air Europa"
"rn621138678","Amazing Service","
Excellent service from the airline personnel.Great choice of in flight entertainment. Food and drink was good. The plane was new and the seats were comfortable allowing for the opportunity to sleep during the long flight. One of the most pleasant flights I have enjoyed.
","Air Europa"
"rn621087811","Air Europa","
We had a good flight going out there the aeroplane was quite old and very dated. Having said that I found the crew to be amenable.
We were flying there to join the MSC Armonia and had a fantastic cruise around the Caribbean.
The flight home was on a much modern plane and was very comfortable.
All and all no...
","Air Europa"
"rn620736808","Great service","
It was great service, the personnel were outstanding, the food was great and the drinks were in abundance and included.
","Air Europa"
"rn620537662","Terrible","
Where to start.... flight operated by air europa instead of Norwegian. No in flight entertainment apart from an app that had about 6 films, all old and a few fuzzy screens. I was prepared so not worried. However the attitude of the attendants was appalling.
Asked for water and told to go to the back of the plane and get...
","Air Europa"
"rn620265758","Lost my luggage, bad claim service + other problems","
They basically left some of the suitcases back to Amsterdam deliberately, because there was some delay on loading them on the airplane. They didn't even inform the system and just had us waiting until their people in Madrid figure what was going on. Afterwards, they did not communicate properly for the delivery time of the luggage, so there was a...
","Air Europa"
"rn620053286","Last flight with Air Europa","
The cabin was uncomfortably hot. The service miserable they charged 60 Euros for my checked bag (1) 2 Euros for a small bottle of WATER on board during flight. First and last flight I will ever take with them...... even if I pay more.
","Air Europa"
"rn619960205","New aircraft","
While the aircraft was new, very nice windows, then it was a common airplane. 3 x 3 rows. Today the problem is they serve little food an all flights so for such a long one I recommend taking your own personal water and a sandwich.
","Air Europa"
"rn619824937","Prompt and efficient","
The flights there and back left on time and arrived early. Reasonable leg room which is useful for us at 5'11"" and 6'3""! Very efficient and would definitely use Air Europa again.
","Air Europa"
"rn619714959","Not what it used to be","
Bought the ticket which was a little more expensive than the competition for the points, and because of my 'Silver"" status.
The aircraft was brand new; but now they don't even offer.
Silver status means nothing and points received..... 0.
","Air Europa"
"rn619659389","Worst airline ever","
Return flight Via Madrid. Never again. I paid six months in advance for fire exit seats and for baggage and still they tried to charge for bags at 150 Dollars each X2 = 300 Dollars Then did not get the seats I had reserved and paid extra for. Food was terrible on first leg to Madrid then Madrid to Gatwick...
","Air Europa"
"rn619612936","A very crowded airplane","
The spaces between the chairs are very small, the level of cleanliness is not good.
It was only after I begged to move to a place with a leg spread that the team accepted my demand.
","Air Europa"
"rn619575353","One of the worst experiences ever ","
We used air europa to fly from gran canaria to fuerteventura, what’s good is that they have tons of flight going all day long.
But the plane is really uncomfy and we gor into a plane only to be changed upon take off due to an engine problem.
We artived 2 hours late.
I wouldn’t recommend.
","Air Europa"
"rn619225730","Remember it is supposed to be a low cost carrier","
I was careful to book and pay for luggage ahead of time and I strongly recommend it - but the catch is that is no longer a low cost carrier as luggage fees are quite a bit. The plane are fine, good leg room and service is good. The website is in English which helps but they did not credit...
","Air Europa"
"rn619215872","Don't fly Aero Europa internationally","
I booked the flight for 2 persons from Venice to New-York with changing the flight in Madrid. I started my online check-in process 20 hrs. in advance before my flight and there was no place (link) to pay the fee for my luggage (2pcs), so I ended up doing this in the airport which cost me much more 150 EUROS...
","Air Europa"
"rn619165764","Spain","
All has been OK. We haven't had problems. The staff kind and professional and we have arrived without delay.
","Air Europa"
"rn619024602","Never flying with them again ","
I’ve flown Air Europa several times between Madrid and Tel Aviv and they were fine. It’s a low cost type of service which, for a 5 hour flight is doable.
However, a couple of weeks ago I flew from Madrid to Miami and back, and that was a total disaster!
First, I couldn’t check in on my outbound flight. I...
","Air Europa"
"rn618949097","No Frills, No Complaints.","
Paid about $100 per person for the roundtrip airfare, and extra $9.00 per person to reserve “XL” seat in Economy Class. My wife and I were able to reserve the first row in Economy Class that gave us plenty of legroom and the privilege for early debarkation at the end of the flight. The airplane used by Air Europa for...
","Air Europa"
"rn618853698","Great Business Class Onboard 787-800 Dreamliner - Value for Money","
Air Europa's 787 has a small Business class, however it's equipped with individual suites with flat beds. The service is OK (no menu selection of food), but the aircraft is new and if you get the right timing of booking you can get a round trip business class ticket from Tel Aviv to Madrid at a very reasonable price.
The...
","Air Europa"
"rn618683183","Kind Flight Attendants, BUT Terrible Flight!","
For the 10 hr flight we had NO screens to watch media! The seats were almost flat with no cushion. The food was very poor. It was like flying Ryan Air, but for a 10 hr international flight. The leg room was a joke! The last jet with such tiny seating was when we flew Air China. The only positive...
","Air Europa"
"rn618671562","Baggage fee scam, terrible check in experience, delayed flight due to apparent staff shortage","
I would have flown direct with TAP for 450 CAD but instead bought with air Europa for 300 CAD with a layover in Madrid making for a 15h journey. I should have known that it was a bad idea to try saving 150 by taking this connecting flight, but figured a 5h layover in Madrid would be ok because I...
","Air Europa"
"rn618551890","Rip off","
This airline is not worth flying. I was charged 150 Euro ($189 dollars). They said it was because it was an international flight. I’ve been to Dubai, Colombia, Dominican Republic, Jamaica, France etc and I’ve never been charged that much to check in a bag international or not. Also the televisions did not work on our connecting flight from Madrid...
","Air Europa"
"rn618380595","Excellent service","
My wife and I enjoyed to fly on the dreamliner 787 the flight attendant was making a wonderful job in our flight
I can only recommend to flight to Madrid with Air Europa Business Class.
","Air Europa"
"rn618162617","Great flight ","
After a recent holiday booked through Tui we found out that our flight was with Air Europa.
Haven't not heard of this airline before we were pleasantly surprised by having a Spanish crew on board along with an excellent service and choice of food, drinks etc on board.
","Air Europa"
"rn618111893","Good organisation, excellent service","
The website of the company is very user-friendly and easy to navigate. They offer you the opportunity to select your seat at the stage of buying the ticket. The services on the ground are excellent, the planes are clean and comfortable (I had two flights, as was travelling via Madrid). The cabin crew offers excellent and friendly service. In many...
","Air Europa"
"rn618069332","Aireuropa","
The worst trip that I ever had in 20 years. First, it was surprised to pay the baggage on the international flight where it should already be all inclusive, second, the plane had 2 hours of delay at the start in Miami and then the exchange plane in Madrid to Venice was lost, even if they promised that not we...
","Air Europa"
"rn618018001","Good flight.","
Good flight; on time, kind crew and a nice aircraft. NO complaints. Food was ok, entertainment system worked properly. Good experience for a good price.
","Air Europa"
"rn617990070","Brilliant air line","
Both the flight out to Tenerife and back to doncaster with air europa was lovely. They came round twice during the 4 hour flight with refreshments and food and I have to admit it was suprisingly cheaper than what I was expecting to pay. My biggest praise for this air line was on the return journey. We had a 7am...
","Air Europa"
"rn617842681","Suit for your budget.","
Great for your trip on a budget through Europe. Departing and arriving from a Majors Airports. It was surprisingly on time.Kind crew.
","Air Europa"
"rn617830659","Much better then expected!","
I expected that it was a rather low-cost airline but, at least in business, this is not the case. I flew Paris - Madrid - Buenos Aires and back. The only negative point was that the last flight was in an Embraer with in business absolutely not enough space for mu (long) legs, nor in width (and I am not...
","Air Europa"
"rn617815753","Good Flight ","
I’m usually a business class traveller and we had to leave the EU as we were there 90 days and thought ok let’s go to Mexico!
After looking up a heap of airlines; to tell you the truth we were scared. In Australia we have 4 airlines we know and trust so taking on an airline I’ve honestly never heard...
","Air Europa"
"rn617779499","Excellent Cabin Crew","
I wanted to write this review to say thanks and call out the lovely cabin crew of Air Europa! I had originally booked a Norwegian Flight to NYC but they changed the plane last minute. I am an anxious flyer and only book airlines I know or have flown before. I was pretty upset to find out i was about...
","Air Europa"
"rn617777301","120 Euro/checked bag!","
On their website 1 checked in bag was free of charge; in reality, my husband and I have been demanded 120 EUR/2 checked-in bags 2 hrs before the flight, or we couldn't get into the plane. We HAD to pay in order to leave Palma de Mallorca. The bags weighted an average of 15 kg each, way under the maximum...
","Air Europa"
"rn617757391","Pretend Attendants","
Terrible service fro. Flight attendants, they stayed hidden behind a curtain, and appeared twice during a four hour flight, no idea what they got paid for! The plane was clean and spacious, but based on this crew I would not actually chose to fly with them again
","Air Europa"
"rn617745643","Delays and little space","
Planes delayed and no hotels provided - sleeping on the airport. Little leg room for cross continental flight.
","Air Europa"
"rn617710135","Great flight on new 737 Mad-Fra","
Great flight on a new aeroplane - these now offer free wifi, or so they say, but it only works for their onboard entertainment (on the air app), and not for regular internet as they advertise in the pocket book. Brand new, so clean and modern, great overhead compartments - great emergency exit seats :)
","Air Europa"
"rn617694502","Stood over 2 hours to check in as only one desk open for the whole plane!","
Only one desk open (as one girl went off sick and did not return and was not replaced) for the whole plane. We had to stand over 2 hours and it made the take off late. No apologies and not even a free drink. Drinks like coffee and teas etc. have shrunk considerably in size, another money making tactic! Will...
","Air Europa"
"rn617608497","good flight no complaints","
Good flight departed on time staff good polite nothing to complain about . Selection of food and beverages ok not a big selection but it isn't a long flight. Did not push duty free like some airlines overall a good experience.
","Air Europa"
"rn617599178","Good airline","
Excellent Spanish airline! Very good service by cabin crew all kind and helpful. Reasonable priced drinks and food. Comfortable seats plenty of legroom. Smooth flight good takeoff and landing.
","Air Europa"
"rn617588081","Good flight","
Good flight there and back and also good service aboard both flights on time. Had the four seats in the middle going less leg room. Coming back Gad window seat of two so much more room
","Air Europa"
"rn617577647","The worst flight of my life","
Cramped, unhelpful staff, non edible food. Overall terrible. It has to be the worst flight of my life. 9'5 hours of hell. I will never ever fly with them again & if asked for advice would always tell people of my experience.
","Air Europa"
"rn617576300","Shambles","
After a 90min transfer at 03-30am arriving at tfs at 05-00am we had ONE check desk for
182 passengers, our departure time was 07-05am and we got our boarding cards at 07-00am so had to run like hell to get through security etc plane was delayed 45 min.this plane was chartered by tui ,having not eaten or had a drink...
","Air Europa"
"rn617570843","Check in","
Mainly a very smooth faultless service except for check in on the way home. Stood for an hour and a half and only moved a couple of feet. Then decided to open a second check in and split the queue but then opened a third check in which the second also used so all of us in the first queue...
","Air Europa"
"rn617564251","Good enough","
Normally we fly Iberia, which is far better, but this year, since Air Europe has a new Boeing Dreamliner we decided to give it a try...
The service and food of the Airline is just above average..
The plane, although new, feels less spacious that the Airbus. The movie screens smaller that the airbus, and the sitting chart (3-3-3) is...
","Air Europa"
"rn617557920","Second time with them they lost again my luggage","
It is my second time flying with them and they lost again my luggage on the same route! It is almost like a routine. Their aircrafts are clean and the staff is polite. They do not offer anything on board. It's not a bad company but it need some improvements.
","Air Europa"
"rn617552088","Another top class service from this airline.","
We had very minor delays both in Shannon and In Palma, both outside of the control of the airline, otherwise, a lovely flight on a very modern and clean plane. top class service from the friendly crew. Even though we were slightly delayed, we seemed to make up much of the time on both journeys. It is always a pleasure...
","Air Europa"
"rn617549771","How to ruin a brand new Dreamliner","
The 787 is truly a Dreamliner. However, for some reason I fail to understand, Air Europa chose to outfit a brand new plane that costs over 100 MUSD with the cheapest seats they could find. You can feel the other passengers knees on your back.
Buy the best possible HiFi amplifier and then fit them with the cheapest speakers you...
","Air Europa"
"rn617545526","Nice flight but...","
2nd time I flew from BA to Malaga.
The airplane new and clean, food was very good, excellent service, on time.
Seats are just good, when goes flat there are not confortable as other companies have.
Will use again and recommend to a friend. a very competitive price for business class.
The but: one argentinian model/ movie star flew with...
","Air Europa"
"rn617543320","Most Efficient Airline","
I usually fly once or twice a month by Air Europa, being a flight rewards programme Suma is very easy to fly and collect miles while having the best service aboard and also within the Airport. Air Europa is one of the leading flight companies and a member of Sky Team Alliance. I really recommend to fly with!
","Air Europa"
"rn617539574","FILTHY RESTROOMS UPON BOARDING AND RUDE FLIGHT ATTENDANT","
This was the only leg of our trip which was serviced by Air Europa. Given we had just boarded we were astonished to find the bathroom with urine soaked floors and toilets. The smell was overwhelming. Later when we asked the mature, blond flight attendant for some water she was not inclined to give us any to take some pills....
","Air Europa"
"rn617538897","Old plane","
I flought back with business class. The plane was old too, although the seat was quiet comfortable, although I was expecting something more for business class. Food was good and the crew friendly
","Air Europa"
"rn617537880","Old planes bad service","
The plane was old!! The plane was quite empty so I had to change the seat because it didn’t work the earphones connection. The other seat the screen didn’t work either... food was awful, I didn’t eat so bad in a plane. Just a few movies to choose. The crew not very friendly
","Air Europa"
"rn617515410","Low cost but punctual.","
How can you rate a low cost company better than average? Never. The lack of service and attention, the limitations on choosing your seat, the problems you get with travelling without reasonable luggage policy, the attempt of charging you any additional fee for things that should be provided with the price you pay for it, will never let me rate...
","Air Europa"
"rn617512316","Very good value for money","
The price of the ticket was the sole reason we chose to fly with AirEuropa. I would definitely recommend the company. The flights were all on time, the staff was nice and the airplane was clean.
Me and my husband are both tall and we had good leg room.
","Air Europa"
