id,quote,review,Airline_name
rn634202383,Excellent Airlines to Singapore,"
We've flown with Norwegian twice now and love this cheap airlines....basically because we book through our travel agent and so get the food, free seat selection and 2 x 20 Kg luggage per person all thrown in.
The sad part of all this is that Norwegian Airlines is pulling out their LGW to SIN sector from 2019. We would not...
",Norwegian Air Shuttle ASA
rn634194314,Fly Norwegian,"
The best Low Cost airline by far. Lots of inflight entertainment and on a 787 Dreamliner. No Wifi, but no big deal.
",Norwegian Air Shuttle ASA
rn634190818,Great flight and cheap!,"
We booked a last minute return flight and were delighted with what we got. A fraction of the price of other airlines, we didn't expect much. But there was plenty of leg room and the price of adding a meal and luggage were more than reasonable. I can't believe we could get across the Atlantic for so little. The service...
",Norwegian Air Shuttle ASA
rn634143549,Good value for money,"
We were returning home from our Turkey trip. The least expensive airfare was Pegasus to Oslo and then Norwegian LAX. At Oslo many passengers had to go thru another security inspection in addition to the regular one. Even us transfers, we were taken to individual rooms and questioned and searched. We could see the aircraft and crew were ready, but...
",Norwegian Air Shuttle ASA
rn634129645,Excellent Airline-would fly them Again!!,"
This was our fifth time on a flight with Norwegian this year. Very new aircraft-clean and On-time for all 5 flights!!! I was impressed by the comfort in the cabin and leg room was ok!!Flight attendants were pleasant and purchase on board snacks were ok. Good on this airline to make on time departure and arrivals a priority-they did not...
",Norwegian Air Shuttle ASA
rn634117942,Efficient & Punctual,"
Always enjoy flying Norwegian. It's fuss free, booking is simple & straightforward, check in is simple and flights are always punctual whenever I have flown with them
Their in-flight Wi-Fi is a definite plus point.
",Norwegian Air Shuttle ASA
rn634049459,Need to try harder!!!,"
Had to travel to England for a funeral and booked within two weeks of flying, turned out we were on the inaugural flight from Tampa to Gatwick, on the overnight flight leaving at 10:50pm and booked premium service and seats, the plane was only three weeks old and was excellent!!!
Unfortunately 1 of the bags we were checking in was...
",Norwegian Air Shuttle ASA
rn634047640,"A flight with No Booze, Sugar or personality","
Travelled from las vegas to London Gatwick on 15-11-18, shortly into flight an announcement that due to the business on the previous flight, No alcohol was available for the return flight. Then to further compound issues no Tea or Coffee was available to purchase. Staff also let passengers know that supplies of sugar were running low when giving out tea...
",Norwegian Air Shuttle ASA
rn634035356,Returning from Paris after visiting the UK and Africa,"
This was our first time taking Norwegian airlines. Our family was ending our 3 week tour to several different countries and we thought Norwegian airlines would be an excellent way to end a long trip. After boarding the plane, the flight attendants seemed confused and perplexed. People were moving around (customers) while the plane was taxiing and luggage was left...
",Norwegian Air Shuttle ASA
rn634029607,First time with Norwegian. Premium economy was very good,"
Flew with my daughter for her 21st and as a special gift I booked Premium Economy as she is tall and has terrible trouble sleeping in Economy. I hadn't flown Premium economy before so cannot compare this but we had a great experience with Norwegian and I think it was what would be Business class on other airlines.
",Norwegian Air Shuttle ASA
rn634010311,Premium service and flexible scheduling,"
My wife and I want the extra room of premium economy services, which Norwegian offers, although at a steeper price than some others. But the space and service proved to be worth it. The deciding factor in our trip was the ability to make a three legged trip, New York to Copenhagen, then to Amsterdam, then back to New York....
",Norwegian Air Shuttle ASA
rn633987811,Norwegian’s Dreamliner <U+0001F44D>,"
On time, excellent service, convenient and comfortable flight with Norwegian’s Dreamliner.
This was our 4th cross Atlantic flight with Norwegian’s Dreamliner and recommend fellow travelers to do the same.
",Norwegian Air Shuttle ASA
rn633987666,Very good,"
Traveled from Athens to Oslo and after to Alta and after to Oslo after to Edinburgh. The planes <U+2708><U+FE0F> are very good clean and the staff very good.
",Norwegian Air Shuttle ASA
rn633954976,Much better than Emirates,"
I took this airline for the first time ever from Madrid to LAX.
IT WAS FABULOUS, of course its one of those airline where you pay for things as you go, but I paid for the premium ticket which is like business class so I got the following included in my ticket.
2 checked bags 20kgs each
1 carry on...
",Norwegian Air Shuttle ASA
rn633895674,Worst costumer service ever experinced,"
Worst costumer service ever experienced. One thing is that the flight gets 9 hours delayed, that happens. The worst part is the way they handle it afterwards. 6 weeks later and we finally got an email from them.. we thought. They take their time to answer, but dont even comment on the issue, just answering something irrelevant. They do everything...
",Norwegian Air Shuttle ASA
rn633859203,L.A.? I booked Seattle,"
No food, no free water, no drinks, no nothing plus our return trip to Seattle was canceled and we were obliged to fly home through Los Angeles. What only 5 additional hours in the air? You can find other super cheap flights to Europe from Seattle. Norwegian isn't worth the risk even though I do love their 787 Dreamliners.
",Norwegian Air Shuttle ASA
rn633856742,Worst Airline In The World,"
I selected 1 quite frankly because 0 isn’t an option. We planned a family vacation for our fathers 60th birthday so he could visit his company of heritage for the first time. Our flight was initially for 11PM on 11/15. It was slowly delayed, and then finally cancelled at 3AM on 11/16. We were told by a representative that they...
",Norwegian Air Shuttle ASA
rn633838993,First Flight - Probably Last,"
This was the first time we had flown Norwegian and we were optimistic as we had heard good reports. Unfortunately this wasn't the case and this flight might well be our first and last with Norwegian.
I haven't quite worked out if it was an issue with booking through TUI but when I tried to do the online check-in the...
",Norwegian Air Shuttle ASA
rn633836771,Dreamliner was great but standard plane is very cramped,"
I recently travelled from Gatwick to Stewart airport in New York. 24 hours after booking I got an email from Norwegian saying that the flight out wouldn’t be on the Dreamliner but on their standard aeroplane as used in all their european journeys.
We flew from Gatwick to Bergen (Norway) and then on to Stewart airport in upstate New York....
",Norwegian Air Shuttle ASA
rn633823309,Norwegian way!,"
Friendly crew, new state of the art airplane, unfortunately so new that they had not installed the WiFi antenna yet, so there was no Internet onboard.
",Norwegian Air Shuttle ASA
rn633816932,The best low-cost flight experience,"
Great company, nice new planes, good attitude, on time.
Great prices if you can accommodate to their cheap dates (you can check every month calendar). Just try to go onboard as quick as possible because some of your fellow passengers probably will use more room than they should in the hand luggage compartments. Some times they have opened the back...
",Norwegian Air Shuttle ASA
rn633815780,Great airline and 11 hour flight,"
I was dreading this 11 hour flight, but was very pleasantly surprised. Good leg room, personal tv and on screen ordering, comfortable leather seats. No compliants.
",Norwegian Air Shuttle ASA
rn633809018,Uncomfortable,"
This was the most uncomfortable flight I ever recall in my entire life. There was barely leg room to fit in the seat. When seats were reclined I had to lean sideways to get in and out. Apparently, since we did not order one of their over-priced meals we were not worth looking at. We were not even offered water...
",Norwegian Air Shuttle ASA
rn633796554,Low cost carrier with a great product. A welcomed alternative to the regular commercial airlines in Norway.,"
I have traveled with low cost airlines across the globe, and tried a few. This one is by far the best!
Norwegian have a young fleet. Seats are comfy (not old and worn out), everything is new and cleaner than in most aircrafts. The service is mostly great and definitely up to par.
This flight was just another effortless experience....
",Norwegian Air Shuttle ASA
rn633788637,Hard to find fault,"
Premium economy better than Virgin and pretty cheap too. Flights to and from BA were on time and plane was new on the way back. check in at airport worked plus lounge pass for Gatwick and didn’t need one in BA as airport big but not too crowded
Food and drink also pretty reasonable with a cabin service snack and...
",Norwegian Air Shuttle ASA
rn633787710,Awful,"
We were booked for a flight from Newark to Rome to visit our son who is studying abroad. The airline kept us there until 3:30 am and then cancelled the flight due to crew “expiring”. So this was a sloppy travel day right...sometimes really awful things happen. But from here we were told hotels are crowded(won’t help) and we were...
",Norwegian Air Shuttle ASA
rn633775740,Norwegian is offloading their FLL to FGW to Wamos,"
Norwegian had a brilliant service from FLL to LGW. They have now offloaded the flight to Wamos that is a disgusting airline
",Norwegian Air Shuttle ASA
rn633756926,Paid for the Premium and really got worst than economy,"
Seats are not comfortable. They feed you twice and have to paid for snacks. They let 2 medium size dog on the flight. What the hell, they allow live stocks too? Can't even relax at the One World Lounge because stupid airline start announcing boarding at hour early. They have the crappiest gate in LAX and Barcelona where you have...
",Norwegian Air Shuttle ASA
rn633732242,Rome to LA,"
The flight overall wasn't bad! The departure time kept getting delayed, and for no clear reason. Service was fine, seats for an overnight flight were alright, nothing to complain about. Water was the only free drink, which was kind of weird (but ultimately fine for me). The windows have a cool feature where the glass gets tinted so your eyes...
",Norwegian Air Shuttle ASA
rn633725965,Riga-Stockholm-Riga went on time with positive staff,"
The airplanes in both directions were new, clean and all things positive! The staff had humour, were friendly, smiled, communicative. I decided to order a coffee and a muffin - the latter came out unusually tasty and juicy (not to dry as many are, and still it was not wet, but made sense) and it felt good. What is apparent...
",Norwegian Air Shuttle ASA
rn633725506,The worst airline,"
PAID FOR PREMIUM FLEX SEATS. Flight was supposed to take off at 7:40pm. The airline never notified us that there was a delay. At 7:40pm board still showed flight was on time. Boarded plane at approximately 10:40pm. Sat on plane til 11:30pm. Then went to get plane de-iced. Then told that the crew was out of time because we would...
",Norwegian Air Shuttle ASA
rn633724755,Decent,"
The only option for a direct flight from Stavanger to Malaga. Modern aircraft, seating was not bad even for me (6 feet 4)
",Norwegian Air Shuttle ASA
rn633700540,Economy Tampa to Gatwick,"
On time. Great price. $45 bulk head seat in row 6 absolutely worth it. 787 is quiet and comfortable. I will use Norwegian again in the future.
",Norwegian Air Shuttle ASA
rn633657396,First time on Norwegian,"
Both of the departure check-in crews (Boston and London) arrived late to their stations in the terminal, but were helpful and professional once they showed up. The lounge priveledges associated with Norwegian's premium class is a generic airport lounge vendor that overbooks their lounges. Boarding was fine. Once on board, service was excellent. However, the premium seats are generally uncomfortable,...
",Norwegian Air Shuttle ASA
rn633653935,"New York, New York","
Great flight - a little apprehensive since I had not flown for a number of years - but it was a great experience . The aircraft was big, it was quiet, it was comfortable - what more can I say. It was a dreamliner (if I remember right).
I will readily do this again - and New York was great...
",Norwegian Air Shuttle ASA
rn633652017,Time to go Home,"
Apart from having trouble finding Norwegians Check in at Orlando (MCO) airport,the journey home was really stress free.The later departure time allowed the terminal to clear once the other flights to the UK had departed,and seats became available.Boarding was orderly and the flight was ready to depart roughly on time.We prepaid for food,but the in-flight entertainment programme allowed passengers to...
",Norwegian Air Shuttle ASA
rn633648206,Great flight,"
We flew the no frills airline but even so after you buy the extras there was no way o could have flown oak- Paris 250$. I wish Thru had better movie choices but that’s really not a big deal. If you don’t buy the meal bring your own, clean new Dreamliner jet.
",Norwegian Air Shuttle ASA
rn633647797,1st class service without the price,"
I upgraded my return flight back to the UK and i was impressed with the service recieved by the cabin crew , they were polite and helpfull. The recliner seats are comfortable and the food was ok , its not 1st class but worth the money if you get the price right at booking.. the extra luggage and lounge access...
",Norwegian Air Shuttle ASA
rn633646998,Nice Flight,"
Went Premium Economy from London to Oakland. Was excelelnt. Just like the old business class. Great seats but not full lie down. Excellent service and pretty good food. On time all the way in a new 787
",Norwegian Air Shuttle ASA
rn633637891,Low budget flight,"
I flew Norwegian airlines for a week long holiday to NYC with my children. It's a no frills flight, you can buy your add one like checked luggage meals seating etc. I got a great deal on flights. Flight left on time. No delays on runway. Hassle free flight. Cabin crew were around selling snacks. As it was an overnight...
",Norwegian Air Shuttle ASA
rn633637388,Great low price option to Europe,"
Terrific flight. On time, great friendly crew. Such an easy flight. Board in the evening, watch movies, have a sleep and arrive in Paris late morning.
",Norwegian Air Shuttle ASA
rn633636348,"Norwegian from Stavanger to London, Gatwick","
A nice, fast flight, with friendly staff. Dasy to get from Gatwick to London Victoria station if you buy train tickes in advance.
",Norwegian Air Shuttle ASA
rn633620527,BEWARE BEWARE BEWARE,"
We were in Business Class, not economy. When I went to board, I was told I was DOWNGRADED to coach!!! My seat was broken in Business Class. I refused to be downgraded and sat for 9 hours in a seat that didn't recline. The entertainment consisted of two movies, no tv options at all, on a loop. Do not fly...
",Norwegian Air Shuttle ASA
rn633607939,It was very easy...,"
I was in Norwegian's Premium seating so I was allowed to use the Alitalia Lounge and that was fine. The seating was comfortable; very reminiscent of Business Class Flights I took in the 1990's and early 2000's. We were delayed leaving because of storms and, truthfully, I just slept. Woke up in time to have a bite to eat, back...
",Norwegian Air Shuttle ASA
rn633576701,New nice airplanes,"
Overall a nice flight, with nice personell. The baguettes on board is not the best quality, but it tasted ok.
",Norwegian Air Shuttle ASA
rn633561529,NEVER USING THEM AGAIN,"
Never flying with these people again!!!! So angry and frustrated. I am due to fly out to New York on December 12th from London and received an email yesterday (four weeks before I travel) that my flight schedule has changed. My original flight was at 6am and was due to land in New York at 9am and on this day...
",Norwegian Air Shuttle ASA
rn633555724,Domestic flight on time,"
Flight on time, airplane clean and staff courteous and polite. The service we got was much better that other Low-cost companies.
",Norwegian Air Shuttle ASA
rn633533715,Chaos @ Norwegian,"
Flight from NYC was initially 4 hours delayed. After take off, the pilot noticed the spoiler flap wasn't working - after which the plane returned to NYC.
Afterwards, the flight was continuously delayed, then cancelled, then delayed again - meaning 30 hours of waiting without sleep !!
With this behaviour, this company is bringing people's health in jeopardy. Sure, flights...
",Norwegian Air Shuttle ASA
rn633530223,Lousy customer service,"
Norwegian advertised Premium class as if it's Business class equivalent in the real airlines. Norwegian is not really the same as SAS or other major airlines. It's a 'low-cost' airline like Ryan Air. They cut corners everywhere they can and every chance they get. They hire cheap labor from Asia for long-haul flights. Most flight attendants in the so-called ""Premium...
",Norwegian Air Shuttle ASA
rn633507999,Not a good flight,"
Not a good flight option for travel. Staff is not friendly and flights get delayed and sometimes get cancelled for no reason.
",Norwegian Air Shuttle ASA
rn633484602,Long haul flight,"
This was the first time we had travelled with Norwegian and to be truthful werent sure what it would be like as the price had been so good.
There was no need to worry, the dreamliner was exceptionally clean,the cabin crew faultless and the modcons for ordering snacks,drinks,duty free etc via the tv monitor was fantastic!
When you are doing...
",Norwegian Air Shuttle ASA
rn633484283,Diabolical,"
Booked with these but they sub contracted out to WAMOS who ate the spanish equivalent to Ryanair. 9 hour flight, no entertainment, no WiFi, no food to buy, no duty free, rude stewards, charged €5 for a blanket. Only offered 2 drinks in 9 hours and they ran out of milk. I have never experienced a worse flight - Shame...
",Norwegian Air Shuttle ASA
rn633463380,Budget Airline,"
You should not have a lot of expectations with this airline. I booked a premium economy seat and paid $1100 for a round trip visit to London from New York ( to compare a similar seat on British,American and United were about $2500 for the dates that I was looking and Business class was about $7000). The seat was narrow...
",Norwegian Air Shuttle ASA
rn633447011,Great trip,"
Bring your own earbuds and you're debit card and you're set! Order everything and swipe your card from your seat. Everyobe helpful. Free movies and shows available!
",Norwegian Air Shuttle ASA
rn633445932,Save yourself over a thousand dollars,"
My wife and I love Norwegian + you save a lot of money. We recently flew JetBlue Mint class from LAX to BOS - 5.5hrs. JetBlue Mint has lay-flat seats, fancy food options and a bunch of other “perks” but also comes with a $600-$1,100 price. It was decent, wasn’t super impressed, wasn’t disappointed.
Norwegian in a nut shell provides...
",Norwegian Air Shuttle ASA
rn633439047,Great flight for very low cost,"
Great Airline! Both flights departed on time and arrived early. The first flight was a bit cramped but the second leg was great with the Boeing 787 Dreamliner. I had a lowfare ticket and despite this the seats were very comfy, plenty of legroom and online entertainment. The seven hour flight literally flew by.
",Norwegian Air Shuttle ASA
rn633418495,Worst airline ever flown,"
This airline sucks. And as someone who flies four to six times a year, I don’t say that lightly. I gave them two stars only because the staff at the airports on both sides of the Atlantic were absolutely lovely. But the plane was tiny, the movie selections horrible, and the “economy” level of service was devoid of any service...
",Norwegian Air Shuttle ASA
rn633358287,A no frills airline that gets you there.,"
Not quite your TUI airlines style which took us to Malaga on our TUI holiday but was comfortable enough and is typical of a budget airline. No in flight announcements from the flight deck even during turbulence. Very hard landing courtesy of the first officer flying with no apology given over the PA. Cabin staff work hard to provide drinks...
",Norwegian Air Shuttle ASA
rn633334797,Poor poor poor,"
Every flight same thing, not enough menus. Sometimes wifi is ""broken"" for 6 months.
Toilets very small, seats uncomfortable. Toilets are not clean, ever.
If Norwegian is on time it's historical moment.
",Norwegian Air Shuttle ASA
rn633328560,"Stay away. Please, stay away.","
Flying with Norwegian was an absolute nightmare, but it didn't start there. All my problems came with booking, then trying to rebook, getting double charged, useless information, lied to and scammed out of my money. This is a budget airline for a reason, so save yourself the pain and pitch in an extra $50 for a real airline. I promise...
",Norwegian Air Shuttle ASA
rn633302464,Never fly norwegian terrible planes and worse customer service,"
If you are thinking of flying Norwegian air because it is less expensive than other carriers you need to reconsider. I was flying Los Angeles to Rome for an important meeting on Norwegians direct flight November 13, 2018. After 8 hours of delay and on and off the tarmac twice the pilot informed us that the flight was cancelled. We...
",Norwegian Air Shuttle ASA
rn633293284,Changed our arrival airport,"
This company unilaterally changed our arrival airport from Shannon to Dublin. They claim to offer a full refund, but their website only offers us the option to confirm the change. When attempting to cancel, the website advises the flight is non-refundable. Now I have to call and sit on hold to deal with these people. RIP OFF!
",Norwegian Air Shuttle ASA
rn633269882,First non stop regular flight from Oslo to Tel Aviv,"
At last after 50 years of traveling to Israel I could fly direct from Oslo in Norway to Tel -Aviv in Israel. No more stressing transit in Amsterdam, Vienna, London, or some other big airport in Europe. Instead of a 7 - 10-hour flight, it's now 5 hours +/-.
The flight in itself is not fantastic, it's economy class in...
",Norwegian Air Shuttle ASA
rn633265899,Hasn’t failed once,"
I have travelled already many times on Norwegian since Ryanair stopped their routes from my home-town. Not once have I had anything to complaint. On the contrary, trustworthy, economically priced routes to attractive destinations and new planes with friendly staff, who could ask for more?
",Norwegian Air Shuttle ASA
rn633265263,Rude not diabetic friendly,"
My husband and I flew with Norwegian to Barcelona for our Med cruise. Seats were nice that you are able to stretch your legs. That was the only positive I had on this flight. The flight attendants were rude and used condescending tones when you ask for water. I asked for diabetic food and was given bread with a piece...
",Norwegian Air Shuttle ASA
rn633265040,Fort Lauderdale to Gatwick,"
My husband and I booked this flight through a third party and we we're not aware that Norwegian were a budget airline, so that was our fault for not checking. The plane was changed as their normal Dreamliner was unavailable so they leased a replacement from Wamos Airlines. The seats were VERY narrow, my husband and I are of average...
",Norwegian Air Shuttle ASA
rn633265006,Flight,"
Very good airline, flights on time and comfortable seats. Cabin staff very helpful and very smooth take off and landings.
",Norwegian Air Shuttle ASA
rn633255824,Budget airline,"
I was very disappointed with this airline. I pre-booked seats out and back (done by my travel agent) but when I went to check in the seats were gone and I found we had no seats booked. For a long haul flight the seats were very cramped and you have to pay for earphones, blankets and pillows which on a...
",Norwegian Air Shuttle ASA
rn633221500,Amazing value for money,"
We bought the basic ticket, that is w/o food and luggage in the ticket price. We paid extra for 2 pieces of checked-in luggage, still the total price for such a long-haul flight was an amazing deal. In terms of service, cleanness, boarding etc. everything was correct, nothing out of the ordinary. If it was for a normal for price...
",Norwegian Air Shuttle ASA
rn633221465,Pleasantly surprised,"
We were due to fly with BA but Norwegian were much cheaper so that’s what was booked by our travel team. I’d never heard of them before his trip!
The flight from Gatwick left at 9.15pm and the plane was clean, modern and spacious. The flight wasn’t full so after take off people spread out and lots had 2-3 seats...
",Norwegian Air Shuttle ASA
rn633219540,It was a great experience!,"
Definitely Norwegian is a budget airline. The service at the airport and the crew on board was just superb. Very safety conscious. The aircraft a modern Boing 737/800 Max.
Unfortunately, they have just one service per day on this route.
",Norwegian Air Shuttle ASA
rn633193754,Great Value,"
We flew from Los Angeles to London for a short trip based on low airfare. With a $400 round trip ticket we kept waiting for something bad to happen, but it never did. The planes were roomy and comfortable. The crews and customer service were outstanding. It turns out our low price was not unusual. It appears if you advance...
",Norwegian Air Shuttle ASA
rn633150671,A good flight,"
Very impressed with Norwegian. For a budget airline they are certainly better than Ryanair. Able to take a bag on the plane without paying extra. Apologies for a late arrivial and no throwing the plane on the runway.
",Norwegian Air Shuttle ASA
rn633137277,A resonable 8 hour flight 11th Oct 2018,"
My wife and I travelled from LGW on Norwegian Airlines economy 11 E and 11 F. It was pleasant flight and the two meals I purchased for £50 (YES £50) were quite good! For £460 (+£50 for food) it only came to £515 for two to fly nearly 3000 miles so cant complain even though I am tall I had...
",Norwegian Air Shuttle ASA
rn633045735,Nice flight,"
Flight was ok, starting/arriving on time. Airplane was not perfectly clean and my seat was broken, but acceptable. Nice staff.
",Norwegian Air Shuttle ASA
rn632995591,staff is nice!!,"
The staff, flight and food Great!!! the cost was good as well. there is not much more to say It was a good experiance.
",Norwegian Air Shuttle ASA
rn632949113,poor costumer service,"
The original flight was direct from Rome to Fort Lauderdale, they changed the flight, to a longer flight, Rome Stockholm Fort Lauderdale,
-they did not want to put me in another flight of another airline
-they did not respect the seats allocated in the original flight, i have to buy headphones and drinks, the food it's no so great, poor...
",Norwegian Air Shuttle ASA
rn632861564,Dreamliner,"
This was our first experience flying Norwegian and also on their new Dreamliner plane.
We booked premium economy and were delighted with the comfort and service.
We will consider just basic economy for quick trips though the seating is 3,3,3, and depending on the ticket price, extras need to be purchased: food, blanket, to name a few.
",Norwegian Air Shuttle ASA
rn632861294,Lovely Staff,"
Our flights were handled by with Privilege Air and I must say, we were very pleasantly pleased with their service. The flight attendants are the most attentive and helpful people you’ll ever find flying the skies. Our outbound flight was initially delayed because a replacement plane was required so we experienced some delay but once we were up and running...
",Norwegian Air Shuttle ASA
rn632860360,Don't eat the beef!!,"
Cheep and cheerful would be the title if the food were better. The sandwiches too were stodge.
I would recommend the buy-up just to pick your seats. I'm 6'4 so bulkhead is vital when flying steerage.
",Norwegian Air Shuttle ASA
rn632858889,Great flight,"
It was the first time that we travelled with Norwegian to Newburgh Stewart from Shannon. We saw the good deal on flights and booked a family holiday using the low fare option. As we had family in Patterson, NY we were only 40 minutes from the airport so this was an added bonus.
We brought sandwiches, snacks, ipads and books...
",Norwegian Air Shuttle ASA
rn632852498,The Best Budget Airline,"
Of all the budget airlines I have flown this definitely has to be the best with the free WiFi and recline on seats what's not to recommend I will definitely be booking m5 next flight with norwegian air
",Norwegian Air Shuttle ASA
rn632850262,Great flight,"
Both our flights were very good.seats were comfortable and fhf service was good.food and drinks were s bit pricey £2.00 for z bottle of water.
",Norwegian Air Shuttle ASA
rn632838315,"Great Prices,not so great service","
Norwegian bumped me from a flight due to the France strike and wasn’t very accommodating in trying to get me home without an additional charge. Very disappointed <U+0001F614>. Had to shorten my stay by 2 days.
",Norwegian Air Shuttle ASA
rn632828914,Cheap as dirt,"
For short range flights Norwegian is quite excellent. They are very cheap, and over less than say 2.5 h they offer enough Comfort. There is No real enterrainment, and I can't speak to the food, but it is very cheap!
",Norwegian Air Shuttle ASA
rn632805238,You Get What You Pay For,"
BE FOREWARNED - THIS IS A BUDGET AIRLINE. Most of the people whining here: ""I didn't know"", 'No one told me"", ""I didn't have"", etc. KNOW THE RULES IN ADVANCE. Yes, they do not give you water free on the flight; yes, meals are not included; yes, baggage is $100 per bag if you carry too much crap as a...
",Norwegian Air Shuttle ASA
rn632794770,Always in Time,"
Nice big planes with a lot of space. The gates on Arlanda are close to security controls and that´s nice. Fast track is also something worth paying for.
",Norwegian Air Shuttle ASA
rn632778451,Norwegian Quality par Excellence,"
These two flights, Bergen-London Gatwick airport on 17th August 2018 and then on to Buenos Aires, Argentina the same night was the first time I flew ""Norwegian"" on intercontinental routes. I know that ""Skytrax"" evaluates ""Norwegian"" to be the best low-cost airline intercontinentally and according to my experience the airline did not disappoint.
The airplane was a brand-new Boeing 787...
",Norwegian Air Shuttle ASA
rn632774152,Even with all drinks and food to be paid their service can be compared with proper airlines,"
Flight took off with a small delay but still was on time. Cabin staff very efficient and cordial. Everything else can be easily compared with any proper airline. Alas, prices from Sarajevo are not that cheap and are close to other airlines. However, I felt comfortable on board and would not mind flying Norwegian again, especially as this was leg...
",Norwegian Air Shuttle ASA
rn632756600,Worst airline ever,"
This is the letter I sent to the company which they never replied to...i am writing you in regards to my recent trip with you company. Unfortunately, I must start out by staying it was one of the worst and down right traumatizing experiences that I have had. On November 4th I flew from JFK to Gatwick, flight number 7016....
",Norwegian Air Shuttle ASA
rn632727127,a way to see Copenhagen airport for free,"
We flew from Dublin to Paris via Copenhagen. A bit of extra duty free shopping never hurt anyone and a stay in a location we had never been to proved interesting and fun and a way to experiment with new food drink and culture. Certainly a taste test to bring us back for another visit!
The airline was really good...
",Norwegian Air Shuttle ASA
rn632723116,Absolutely Crap!,"
Was due to return at 1100pm on 15th May. Arrived at airport and signs showed flight on time. Then flight delay announced due to lightning strike. ""Wait a further 45 mins for update on repairs"". 16th May 0115 hrs further delay. New deadline of 0300 announced. At 0215 flight cancelled! Rescheduled for 1600 hrs! 0330 cot beds rolled out! No...
",Norwegian Air Shuttle ASA
rn632720002,Poor customer service and sharp practice,"
Booked Premium flights with Norwegian rather than BA or Virgin because they offered the dreamliner flying out of LGW. Then received text stating that flight out would be an ancient A330 run by Hifly (terrible reviews) Complained and was sent an apology but no compensation .....just a note that their T&C's allowed for this. Then received a text stating I...
",Norwegian Air Shuttle ASA
rn632685353,Premium Class Denver to Copenhagen,"
Very easy check in process.Passengers in Premier class are allowed an extra 10kg of checked baggage each.
Reclining seats make overnight travels a breeze, but try to avoid the last row of Premium, as seats still recline, but not as much as rows further forward.
Excellent meals included with fare and awesome cabin attendants and quick service.
Very clean restrooms
",Norwegian Air Shuttle ASA
rn632646124,Rude Flight attendant ,"
I am not a demanding client. Not one of those ppl who keep pressing the button for service. But a minimal of politeness and profesionalism is required. She didn't let me complete my sentence was being like police talking to me like a grounded child. ""You have to"", without any help. When I complained about full compartment even if the...
",Norwegian Air Shuttle ASA
rn632644548,Cheap and cheerful,"
Flew from Edinburgh to Stewart for an insanely cheap price. The flight was ok. The seats were a bit hard for a long journey leaving you stiff for arrival. Stewart airport is fantastic as you cleared immigration within minutes and factoring in the shuttle bus to NY you are there earlier than you would have been flying to JFK/Newark (have...
",Norwegian Air Shuttle ASA
